缠 网络原名《真香》 ，《二锅水》作者烟猫与酒“治愈”向代表作 年度情感催泪大戏，一段“心”连接的亲情 当当自营 《缠》（网络原名《真香》）《二锅水》作者烟猫与酒“治愈”向代表作 年度情感催泪大戏，一段“心”连接的亲情。,¥45.00,¥45.00,烟猫与酒,2024-07-10,成都时代出版社,1.特殊领养家庭中的恩怨纠葛，于情感的牢笼中挣扎、成长的故事。 一个无父无母，一个妻离子亡。两人重组的家庭并非充满温情，而是充满不足为外人道的爱恨纠缠。 2.人气现实小说作者 烟猫与酒 又一沉郁治愈之作，《栖光》（原名《大小姐》）同背景系列故事，虐身虐心，酸涩难当。 3.ZUI具张力的拉扯，禁忌、背叛、纠缠，挑动敏感神经。 于父亲。若爱他，便是对亲生儿子的背叛；但恨他的源头，却由自己亲手造就。 于养子。被视为心脏的容器，却仍控制不住地渴望爱。生命短暂，不如将其燃烧。 4.装帧精美，诚意满满。 高克重晶采冰白外封 双色烫金工艺，独具匠心。 5.插图精美，赠品丰富 随书附赠： 双面印特签卡*1 珠光字笺*2 久别 电影胶片卡*1
太岁（《杀破狼》《残次品》《默读》《镇魂》作者、高人气畅销书作家Priest无CP力作） 高人气畅销书作家Priest无CP力作。全文修订，新增出版番外《路遥可有知己，世间谁人识君》。大火不走，蝉声无尽，宁死霜头不违心。随书附赠Q版贴纸+人物海报*2+“转生木”藏书票+鉴花柬+征选帖,¥46.80,¥55.00,Priest 著，博集天卷 出品,2024-07-01,湖南文艺出版社,★《杀破狼》《残次品》《默读》《镇魂》作者、高人气畅销书作家Priest无CP力作。一部为万千网友交口称赞的长篇小说。 ★收录全新出版番外《路遥可有知己，世间谁人识君》，悠悠凡尘、亿万蝼蚁。都是出身罢了。 ★独特的世界观。以蒸汽朋克设定为背景，构建全新的 修真 概念！行成一个修真与世俗联结、灵气与技术并存的独特世界观。 ★采用双封设计，镂空模切，书名压凹。高规格印制工艺，打造收藏级诚意装帧。高规格内文用纸，精致的版式设计，多幅惊喜插图，力求提供沉浸式阅读体验。 ★随书附赠作者印签签名 书中名句。 ★多重随书赠品，细节满满，惊喜超值：Q版贴纸 人物海报*2 转生木 藏书票 鉴花柬 征选帖。 ★大火不走，蝉声无尽。宁死霜头不违心。
人鱼陷落2（高人气作者麟潜口碑代表作！） 黑暗中有白刺玫会陪你。新增萌趣番外《猫薄荷》，附赠主题海报、“炒瓜子”卡牌、IOA特工牌、“白刺玫”藏书票和Q版贴纸。,¥52.80,¥52.80,麟潜 著，博集天卷 出品,2023-02-01,上海文化出版社,★原创人气文学，高人气作者麟潜口碑代表作。黑暗中有白刺玫会陪你。 ★随书附赠多种赠品：主题海报、 炒瓜子 卡牌、IOA特工牌、 白刺玫 藏书票和Q版贴纸。 ★出版图书新增萌趣番外《猫薄荷》。 ★内文选用73g米黄胶版纸，质感细腻。内含精美彩插： 白兰地 和 白刺玫 。 ★黑暗中有白刺玫会陪你。 ★双封设计，书名烫银工艺，精致考究，具有收藏价值。
《别来无恙》晋江文学城畅销书作家 北南 经典虐心作品原著同名漫画 破镜重圆天花板,¥31.00,¥45.00,北南,2022-11-01,北京燕山出版社,十年前的夏天，庄凡心家隔壁搬来一位新邻居。 新邻居骑马、击剑、弹吉他，什么都会，但从见面开始就未露过笑容。 顾拙言，现在你的手牵狗绳、弹吉他，但我希望在不远的将来，你能在这里搭朋友的肩。 不久后，那个初来榕城的冷淡少年，终于重新露出了笑颜。
朝俞1+2套装（全2册）原名伪装学渣 现象级青春小说 木瓜黄现象级小说 精修版感动上市 贺朝×谢俞 双学霸逆袭的励志故事,¥75.60,¥79.60,木瓜黄,2022-01-01,广东旅游出版社,《少年绘》、晋江文学城专版推荐
告白2完结篇 王星越 邓恩熙同名电视剧 赠手绘卡片+告白信+贴纸+婚礼请柬+海报+登机牌+藏书票+书签 应橙暗恋作品新增 新增万字番外和作者后记，特别添加“周京泽追妻三部曲”插画，人气作者应橙温柔、细腻暗恋作品，随书赠周京泽手绘卡片+许随告白信+贴纸+海报+告白日记+婚礼请柬+登机牌+书签+藏书票,¥29.90,¥49.80,应橙 著，磨铁文化 出品,2022-06-30,江苏凤凰文艺出版社,★人气作者应橙温柔、细腻暗恋作品！单平台68万 收藏，首章点击193万 ，非V章均点击91万 ，累计达81亿 积分！深受广大读者的喜爱。 ★新增万字番外和作者后记，新增番外不仅提到了 京随夫妇 浪漫的婚后生活，还补充了周京泽视角；特别添加 周京泽追妻三部曲 拉页插画，绘制了重逢后周京泽再次追求许随的心路历程。 ★双封设计，装帧精美。特邀白茫茫参与封面装帧，知名插画师踏月锦、柠檬漫游、花花子、电磁花森、染烟、七人海、齐桑树等强势加盟，内含8p精美彩插，踏浪而行，为你而来。 ★随书附赠九重好礼：周京泽手绘卡片 许随告白信 贴纸 海报 告白日记 婚礼请柬 登机牌 书签 藏书票。 ★痞帅深情周京泽 温软坚定许随，这是一个关于暗恋的故事，也是一段勇敢的追爱故事。夏天永远热烈，我爱的少年也是。
旧故新长：诗无茶代表作青春文学治愈系小说,¥42.80,¥42.80,诗无茶 著,2024-03-01,长江出版社,
拉勾（全2册）春风榴火作品，网络原名：我是顶流巨星亲孙女 人气作家春风榴火温馨暖萌之作，新增出版小剧场《长命锁》。她就像他混沌的世界里乍现的一道天光，从此以后，前路既明，万物苏醒。随书附赠“听爷爷说”手写信+拉勾海报+Q萌折立卡+异型书签+电子赠品。,¥59.30,¥69.80,春风榴火 著，酷威文化 出品,2022-07-01,江苏凤凰文艺出版社,人气作家春风榴火温馨暖萌之作，网络原名《我是顶流巨星亲孙女》，新增出版小剧场《长命锁》。 天王巨星亲孙女陆粥粥VS邻家天才美少年景绪，她是他的青梅竹马，他是她的终成眷属。 她就像他混沌的世界里乍现的一道天光，从此以后，前路既明，万物苏醒。 从相遇的那天起，往后的漫长时光里。他是陆粥粥心底的，不可言说的秘密。 随书附赠： 听爷爷说 手写信 拉勾海报 Q萌折立卡 异型书签 精美书签 电子赠品
有匪全集（赵丽颖、王一博主演《有翡》原著小说。Priest扛鼎之作，全4册） 赵丽颖、王一博领衔主演，电视剧《有翡》原著小说！人气畅销书作家Priest古言小说扛鼎之作！豆瓣年度读书榜单推荐作品！――愿你在冷铁卷刃前，得以窥见天光。,¥133.00,¥140.00,Priest 著，博集天卷 出品,2017-10-01,湖南文艺出版社,每个人心中都有一个江湖，每个江湖中，都有一段动人心魄的爱情。Priest以犀利的笔锋，写出了她心中那个波澜诡谲的江湖，又用柔软的笔触，描绘出了周翡与谢允之间那段跨越了生与死的爱情传奇。 经一场大梦，梦中见满眼山花如翡，如见故人，喜不自胜。
黄粱遗梦【当当网印签版】人气作家高卧北催泪力作! 人气作家高卧北继《梦蝶庄生》后又一催泪力作！番茄热门小说，9.7高分口碑作品！阳光少女林夕梦vs失忆少年李黄轩，一场倒叙的绝美爱恋。随书赠送“同居”海报+Q版书签+游乐场门票+印特贴纸,¥30.40,¥49.80,高卧北 著,2024-12-28,江苏凤凰文艺出版社,人气作家高卧北继《梦蝶庄生》后又一催泪力作！ 新增《黄粱遗梦》《梦蝶庄生》联动作者印特贴纸，有趣又好玩！ 阳光少女 林夕梦vs失忆少年 李黄轩，一场倒叙的绝美爱恋。 随书赠送 同居 海报*1、Q版书签*1、游乐场门票*1、印特贴纸*1。 番茄热门小说，超5万人在线阅读，9.7分口碑作品！ 封面使用现实与虚拟的交叠设计，重现主角平行时空的相遇时刻。 那一天的春雨，是我人生中最美好的记忆。
伪装学渣未删减12这题超纲了朝俞七芒星逐夏一觉醒来全套完结篇【木瓜黄小说合集】木瓜黄伪装学渣经典青春文学小说作品合集,¥0.01,¥109.60,,,,
那个不为人知的故事 寂静深处有人家 Twentine（无量渡口） 名利场人 朝暮不相迟 以你为名的夏天 她等待刀锋已久,¥24.90起,-,,,,
梦蝶庄生 黄粱遗梦 套装 高卧北,¥54.70,¥99.60,高卧北,2024-09-01,江苏凤凰文艺出版社,
难哄 2册全集 白敬亭章若楠领衔主演电视剧《难哄》原著小说，《偷偷藏不住》姊妹篇 年度爆文，完结篇内含万字网络版未公开番外+作者后记。从年少时的心动，一直持续到现在，再到未来的每一个瞬间。我都只爱你。24年新版,¥66.00,¥102.60,竹已 著，磨铁文化 出品,2024-06-11,江苏凤凰文艺出版社,★内含万字番外 作者后记。部分内容网络版未公开！还有已已亲自讲述写《难哄》的契机和童年小故事。 ★年度爆文，首章点击超500万！单平台超196亿积分，非v章均超199万点击，收藏超168万，各项数据持续飙升中！ 《难哄》长居晋江言情榜单Top1，与作者笔下作品《偷偷藏不住》《折月亮》共同构建成完整的 南芜三部曲 ，蝉联青春文学畅销榜，超人气！ ★装帧升级，细节加倍。外封升级正背印刷，特邀知名画师绘制两幅温馨名场面。腰封封底升级，增加机票设计。内外双封，诚邀多位知名画师加盟装帧绘制，每本内文各含8P彩插，每章节各绘一张精美插图，内文选用80g胶版纸，细腻舒适。 ★随书赠品十四件：毕业快乐纸夹相卡 芭蕾乐谱卡 加班福利拍立得 珍珠贺卡 加班酒吧酒单 光栅纸夹相卡 主题PVC贴纸 2 竹已手写印签明信片 2 新年快乐 海报 时光手账本（共3
神之陨落2 限量印特签 网络名《杀穿副本后，我在规则里养大邪神》番茄小说人气作者白桃呜呜龙无限流大作 战力爆表杀神殷修VS诡秘莫测邪神黎默，双强碰撞，相爱相杀！随赠主角团小卡x3，纸条书签x2，深海学院海报x1，Q版贴纸x1，实体书惊喜解锁IF线番外！,¥30.40,¥49.80,白桃呜呜龙 著；星文文化 出品,2025-08-01,长江出版社,1.番茄小说人气作者白桃呜呜龙双男主无限流大作，网络原名《杀穿副本后我在规则里养大邪神》。40万 在读，3.6万 书评，12.4万读者打出9.7高评分，2024全站排名前五的双男主无限流佳作。连载期间口碑爆棚，微博超话粉丝2.2万 ，引发读者热议！ 2.规则之内，以杀止杀！高冷拽王战力天花板杀神殷修 诡异黑漆漆卖萌邪神黎默，双强碰撞，相爱相杀！ 3.随书附赠主角团小卡x3、 占卜师的纸条 书签x2、 深海学院 海报x1、Q版贴纸x1，实体书惊喜解锁IF线番外！ 4.内外双封设计，外封场景为副本 深海学院 积极紧张的战斗场面，还原度极高，让人一秒入戏，书名烫镭射银，精致高级。彩插及人物插画惊喜还原原著名场面及人物设定，十分值得收藏哦！
网恋被骗八百次 网恋被骗八百次（“社恐小甜甜”游戏高手×“小卷毛霸总”游戏小白，人气作者熊也高口碑出圈之作，甜到转圈，笑到捧腹！全文修订，新增出版番外《鲨鱼小葵的挂件》，随书赠：人物ID卡、游戏登录卡）,¥29.20,¥45.00,熊也，风炫文化 出品,2024-08-15,江苏凤凰文艺出版社,◎人气作者 熊也 高口碑出圈网游代表作《网恋被骗八百次》 ◎网恋选我，我超能打！ 爆梗频出，甜到转圈，笑到捧腹！ ◎口碑出圈佳作，读者安利不断，直呼心中沙雕甜文TOP！ ◎ 一场 猫狗 追逐的网恋逗趣记录，一篇温暖治愈的成人童话！脑回路清奇の游戏高手 项葵 VS 满分 恋爱脑 の游戏小白 越清 ◎精致装帧 书名图案UV 起凸，触感高级，收藏价值高！ 畅销书画师 齐桑树 倾心绘制封面。色彩缤纷的糖果色系，甜蜜一整个夏天！8P游戏主题彩页，还原名场面！ ◎出版全新修订，新增出版番外《鲨鱼小葵的挂件》 恋爱脑是个神奇的东西，连数学题都能解开的你，栽在了网恋的九九八十一难里。 ◎随书赠品：游戏登录卡、人物ID卡
人鱼陷落4（畅销书作者麟潜口碑代表作！当当专享电子屏保） 这是我要教给你的ZUI后一件事，永怀敬畏之心。新增出版番外《蔼蔼观察日记》，附赠双面海报、卡牌两张、“冒泡泡”书签、Q版方卡六张和Q版贴纸。,¥52.80,¥52.80,麟潜 著，博集天卷 出品,2024-03-01,上海文化出版社,★原创人气文学，畅销书作者麟潜口碑代表作。这是我要教给你后一件事，永怀敬畏之心。 ★随书附赠多种赠品：双面海报、卡牌两张、 冒泡泡 书签、Q版方卡六张和Q版贴纸。 ★新增出版番外《蔼蔼观察日记》。 ★内文选用73g米黄胶版纸，质感细腻。内含精美彩插。 ★这是我要教给你的后一件事，永怀敬畏之心。 ★双封设计，书名烫银工艺，精致考究，具有收藏价值。
你说巧不巧 全二册 久别重逢+破镜重圆，双向奔赴的轻松甜暖之作 当当自营 酷帅英勇特警VS美丽飒爽老师，正因我们彼此相爱，才能把巧合，变成命中注定。随书附赠拍立得×2+Q萌折立卡+书签+明信片,¥52.40,¥69.80,张不一 著；星文文化 出品,2023-02-01,江苏凤凰文艺出版社,1.久别重逢 破镜重圆的都市青春言情，双向奔赴的轻松甜暖之作。晋江金榜5万 收藏、9.3评分黑马作品，众多读者倾情推荐！ 2.美丽飒爽老师VS酷帅英勇特警。 身披警装时，他的命是国家和人民的；脱下警装，他的命就是她的。 3.随书附赠拍立得 2 Q萌折立卡 书签 明信片，新增番外，超甜超有爱！ 4.装帧设计精美，封面场景既浪漫又温柔，具有梦幻色彩，彰显天作之合，值得收藏。
绿：陪安东尼度过漫长岁月Ⅳ 全新典藏版,¥26.40,¥48.00,安东尼,2024-01-01,湖南文艺出版社,
扶华合集,¥30.40起,-,,,,
《铜雀锁金钗》民国虐心必看 榜单神作 人气作者 世味煮茶 桀骜不驯司令官 段烨霖 vs 清冷傲人药铺大夫 许少棠,¥24.90,¥42.80,世味煮茶,2024-03-01,中国言实出版社,纵然我们水火难容，我依然庆幸未负当年绮园一面。 桀骜不驯司令官 段烨霖 vs 清冷傲人药铺大夫 许少棠 人气作者 世味煮茶 民国奇案 口碑力作
骄阳似我上下 两册套装 青春言情小说畅销书作家顾漫 宋威龙、赵今麦主演同名电视剧 出版何以笙箫默/微微一笑很倾城/杉杉来吃/你是我的荣耀/等多部人气畅销书的作家顾漫经典不可错过的爱情小说,¥39.60,¥72.00,顾漫 |华文天下出品,2024-02-02,九州出版社,1.出版《何以笙箫默》《微微一笑很倾城》《杉杉来吃》《你是我的荣耀》等多部人气畅销书的作家顾漫经典不可错过的爱情小说！ 2.《骄阳似我》迎来大结局，甜蜜完结，不可错过！ 3.聂曦光 林屿森，携手共进，奔赴 为你而来 的双箭头爱情。 4.质感升级，选用新版内文纸，更护眼。烂漫的环衬纸，增加浪漫氛围。 5. 随书附赠 骄阳似我海报*1、名场景明信片*2！
八月的尾声，宛如世界末日 当当定制爱的箴言贺卡 电击小说大奖得主天泽夏月深情力作BE轻小说TOP 我的恋爱在不经意间亮起星火，转眼间便已成燎原。爱有多重？二十一克的灵魂，是她给予我最滚烫的告白。随书附赠：浪花异形书签+潮汐恋语贴纸+八月末的告别信――酷威文化,¥42.80,¥42.80,[日]天泽夏月 著，酷威文化 出品,2025-09-01,台海出版社,电击小说大奖得主天泽夏月深情力作！令人潸然泪下的青春序曲！BE轻小说TOP！ 日亚4.3星高分推荐，原版加印超15次！日本人气轻小说作家葛城腾成、木立花音倾情推荐！ 我的恋爱在不经意间亮起星火，转眼间便已成燎原。 是你让我的心再次跳动了起来，是你挽救了我那颗命数将尽的心脏。 爱有多重？二十一克的灵魂，是她给予我最滚烫的告白。 随书附赠：浪花异形书签*1 潮汐恋语贴纸*1 八月末的告别信*1
